"Study","Dataset","Reviewer","Order","Family","Species","BirdLife_Species","BirdTree_Species","IUCN_Species","IUCN_Status","Hunting","RR","bin","Hdens","Udens","Traded","Body_Mass","HWI","Kipps_Dist","Lifestyle","Trophic_Level","Activity","PCA_Dim1","PCA_Dim2","Evo_Distinctiveness","Tax_Distinctiveness","Realm","Country","Longitude","Latitude","Dist_Hunters","TravDist","PopDens","Stunting","FoodBiomass","Reserve","CountryNum"
"689",95,"AB","Struthioniformes","Tinamidae","Tinamus major","Tinamus major","Tinamus major","Tinamus major","LC","SC",20,1,0.4,0.02,"Yes",1026.2,20.9,51.3,"Terrestrial","Herbivore","Diurnal",1.26806524551956,-0.460795541659283,21.6065251844171,0.00031566306363238,"Neotropic","Guatemala",-90.055,17.461,14,777,3.082,46.2,7616.884168,1,320
"700",132,"AB","Galliformes","Numididae","Agelastes niger","Agelastes niger","Agelastes niger","Agelastes niger","LC","S",0.166666666666667,1,0.01,0.06,"Yes",700,18,37.7,"Terrestrial","Omnivore","Diurnal",-0.269568771105269,-0.478482326050443,8.80071266718659,0.000252530450905904,"Afrotropic","Gabon",12.887,0.633,3,754.4,1.523,34.5,148.107748,0,266
"700",132,"AB","Galliformes","Numididae","Agelastes niger","Agelastes niger","Agelastes niger","Agelastes niger","LC","S",1.16666666666667,1,0.07,0.06,"Yes",700,18,37.7,"Terrestrial","Omnivore","Diurnal",-0.269568771105269,-0.478482326050443,8.80071266718659,0.000252530450905904,"Afrotropic","Gabon",12.74,0.718,10.5,934.6,1.523,34.5,167.933396,0,266
"700",132,"AB","Bucerotiformes","Bucerotidae","Bycanistes albotibialis","Bycanistes albotibialis","Bycanistes albotibialis","Bycanistes albotibialis","LC","S",3.33333333333333,1,0.4,0.12,"No",921,18.5,58.3,"Insessorial","Herbivore","Diurnal",1.69293076598617,-0.248824800533721,4.6194393517046,0.000109795848219958,"Afrotropic","Gabon",12.887,0.633,3,754.4,1.523,34.5,148.107748,0,266
"700",132,"AB","Bucerotiformes","Bucerotidae","Bycanistes albotibialis","Bycanistes albotibialis","Bycanistes albotibialis","Bycanistes albotibialis","LC","S",1.91666666666667,1,0.23,0.12,"No",921,18.5,58.3,"Insessorial","Herbivore","Diurnal",1.69293076598617,-0.248824800533721,4.6194393517046,0.000109795848219958,"Afrotropic","Gabon",12.74,0.718,10.5,934.6,1.523,34.5,167.933396,0,266
"700",132,"AB","Bucerotiformes","Bucerotidae","Bycanistes fistulator","Bycanistes fistulator","Bycanistes fistulator","Bycanistes fistulator","LC","S",1.66666666666667,1,0.75,0.45,"Yes",508.1,22.2,51.6,"Insessorial","Herbivore","Diurnal",1.69293076598617,-0.248824800533721,10.5654644598983,0.000120252595669478,"Afrotropic","Gabon",12.887,0.633,3,754.4,1.523,34.5,148.107748,0,266
"700",132,"AB","Bucerotiformes","Bucerotidae","Bycanistes fistulator","Bycanistes fistulator","Bycanistes fistulator","Bycanistes fistulator","LC","S",0.866666666666667,1,0.39,0.45,"Yes",508.1,22.2,51.6,"Insessorial","Herbivore","Diurnal",1.69293076598617,-0.248824800533721,10.5654644598983,0.000120252595669478,"Afrotropic","Gabon",12.74,0.718,10.5,934.6,1.523,34.5,167.933396,0,266
"700",132,"AB","Bucerotiformes","Bucerotidae","Ceratogymna atrata","Ceratogymna atrata","Ceratogymna atrata","Ceratogymna atrata","LC","S",2.09352517985612,1,2.91,1.39,"Yes",1194.8,17.5,65.2,"Insessorial","Herbivore","Diurnal",1.69293076598617,-0.248824800533721,11.6421700183516,0.000126265225452952,"Afrotropic","Gabon",12.887,0.633,3,754.4,1.523,34.5,148.107748,0,266
"700",132,"AB","Bucerotiformes","Bucerotidae","Ceratogymna atrata","Ceratogymna atrata","Ceratogymna atrata","Ceratogymna atrata","LC","S",2.40287769784173,1,3.34,1.39,"Yes",1194.8,17.5,65.2,"Insessorial","Herbivore","Diurnal",1.69293076598617,-0.248824800533721,11.6421700183516,0.000126265225452952,"Afrotropic","Gabon",12.74,0.718,10.5,934.6,1.523,34.5,167.933396,0,266
"700",132,"AB","Musophagiformes","Musophagidae","Corythaeola cristata","Corythaeola cristata","Corythaeola cristata","Corythaeola cristata","LC","S",4.52941176470588,1,0.77,0.17,"Yes",965,11.2,36.5,"Insessorial","Herbivore","Diurnal",2.05150091185957,-0.566913919289852,56.5314569976373,0.000229573137187186,"Afrotropic","Gabon",12.887,0.633,3,754.4,1.523,34.5,148.107748,0,266
"700",132,"AB","Musophagiformes","Musophagidae","Corythaeola cristata","Corythaeola cristata","Corythaeola cristata","Corythaeola cristata","LC","S",2.94117647058824,1,0.5,0.17,"Yes",965,11.2,36.5,"Insessorial","Herbivore","Diurnal",2.05150091185957,-0.566913919289852,56.5314569976373,0.000229573137187186,"Afrotropic","Gabon",12.74,0.718,10.5,934.6,1.523,34.5,167.933396,0,266
"700",132,"AB","Bucerotiformes","Bucerotidae","Tropicranus albocristatus","Horizocerus albocristatus","Tropicranus albocristatus","Horizocerus albocristatus","LC","S",0.428571428571428,1,0.06,0.14,"Yes",289.4,15.7,37.6,"Insessorial","Carnivore","Diurnal",-0.318124263289152,0.253771165088119,23.9267646049865,0.000140294694947725,"Afrotropic","Gabon",12.887,0.633,3,754.4,1.523,34.5,148.107748,0,266
"700",132,"AB","Bucerotiformes","Bucerotidae","Tropicranus albocristatus","Horizocerus albocristatus","Tropicranus albocristatus","Horizocerus albocristatus","LC","S",0.785714285714286,1,0.11,0.14,"Yes",289.4,15.7,37.6,"Insessorial","Carnivore","Diurnal",-0.318124263289152,0.253771165088119,23.9267646049865,0.000140294694947725,"Afrotropic","Gabon",12.74,0.718,10.5,934.6,1.523,34.5,167.933396,0,266
"700",132,"AB","Bucerotiformes","Bucerotidae","Tockus camurus","Lophoceros camurus","Tockus camurus","Lophoceros camurus","LC","S",0.366666666666667,1,0.22,0.6,"No",103.8,11.4,17.4,"Insessorial","Carnivore","Diurnal",-1.27420455995174,-0.245854902768071,12.9603916679341,0.000126265225452952,"Afrotropic","Gabon",12.887,0.633,3,754.4,1.523,34.5,148.107748,0,266
"700",132,"AB","Bucerotiformes","Bucerotidae","Tockus camurus","Lophoceros camurus","Tockus camurus","Lophoceros camurus","LC","S",0.566666666666667,1,0.34,0.6,"No",103.8,11.4,17.4,"Insessorial","Carnivore","Diurnal",-1.27420455995174,-0.245854902768071,12.9603916679341,0.000126265225452952,"Afrotropic","Gabon",12.74,0.718,10.5,934.6,1.523,34.5,167.933396,0,266
"700",132,"AB","Bucerotiformes","Bucerotidae","Tockus fasciatus","Lophoceros fasciatus","Tockus fasciatus","Lophoceros fasciatus","LC","S",1.61111111111111,1,0.29,0.18,"Yes",258.8,21.3,56.3,"Insessorial","Omnivore","Diurnal",0.38494282172037,0.266246590600345,10.7984303533952,0.000120252595669478,"Afrotropic","Gabon",12.887,0.633,3,754.4,1.523,34.5,148.107748,0,266
"700",132,"AB","Bucerotiformes","Bucerotidae","Tockus fasciatus","Lophoceros fasciatus","Tockus fasciatus","Lophoceros fasciatus","LC","S",1.61111111111111,1,0.29,0.18,"Yes",258.8,21.3,56.3,"Insessorial","Omnivore","Diurnal",0.38494282172037,0.266246590600345,10.7984303533952,0.000120252595669478,"Afrotropic","Gabon",12.74,0.718,10.5,934.6,1.523,34.5,167.933396,0,266
"700",132,"AB","Galliformes","Phasianidae","Francolinus lathami","Peliperdix lathami","Francolinus lathami","Peliperdix lathami","LC","S",0.5,1,0.03,0.06,"Yes",269,26.5,35.8,"Terrestrial","Carnivore","Diurnal",-1.11933757405191,-0.298726502582625,9.33124637464155,0.000148547324062297,"Afrotropic","Gabon",12.887,0.633,3,754.4,1.523,34.5,148.107748,0,266
"700",132,"AB","Galliformes","Phasianidae","Francolinus lathami","Peliperdix lathami","Francolinus lathami","Peliperdix lathami","LC","S",0.5,1,0.03,0.06,"Yes",269,26.5,35.8,"Terrestrial","Carnivore","Diurnal",-1.11933757405191,-0.298726502582625,9.33124637464155,0.000148547324062297,"Afrotropic","Gabon",12.74,0.718,10.5,934.6,1.523,34.5,167.933396,0,266
"700",132,"AB","Psittaciformes","Psittacidae","Psittacus erithacus","Psittacus erithacus","Psittacus erithacus","Psittacus erithacus","EN","S",0.848780487804878,1,1.74,2.05,"Yes",333,41.3,98.9,"Insessorial","Herbivore","Diurnal",2.18035598838756,-0.673594801417612,27.4892512429389,0.000168353633937269,"Afrotropic","Gabon",12.887,0.633,3,754.4,1.523,34.5,148.107748,0,266
"700",132,"AB","Psittaciformes","Psittacidae","Psittacus erithacus","Psittacus erithacus","Psittacus erithacus","Psittacus erithacus","EN","S",0.790243902439025,1,1.62,2.05,"Yes",333,41.3,98.9,"Insessorial","Herbivore","Diurnal",2.18035598838756,-0.673594801417612,27.4892512429389,0.000168353633937269,"Afrotropic","Gabon",12.74,0.718,10.5,934.6,1.523,34.5,167.933396,0,266
"700",132,"AB","Musophagiformes","Musophagidae","Tauraco macrorhynchus","Tauraco macrorhynchus","Tauraco macrorhynchus","Tauraco macrorhynchus","LC","S",1.75,1,0.07,0.04,"Yes",243.7,8.8,14.8,"Insessorial","Herbivore","Diurnal",1.8396324839233,-0.441056049513765,38.8261546288536,0.000194254193004542,"Afrotropic","Gabon",12.887,0.633,3,754.4,1.523,34.5,148.107748,0,266
"700",132,"AB","Musophagiformes","Musophagidae","Tauraco macrorhynchus","Tauraco macrorhynchus","Tauraco macrorhynchus","Tauraco macrorhynchus","LC","S",2.5,1,0.1,0.04,"Yes",243.7,8.8,14.8,"Insessorial","Herbivore","Diurnal",1.8396324839233,-0.441056049513765,38.8261546288536,0.000194254193004542,"Afrotropic","Gabon",12.74,0.718,10.5,934.6,1.523,34.5,167.933396,0,266
"700",132,"AB","Musophagiformes","Musophagidae","Tauraco persa","Tauraco persa","Tauraco persa","Tauraco persa","LC","S",3.875,1,0.31,0.08,"Yes",306,10.7,19,"Insessorial","Herbivore","Diurnal",2.52255783632213,-0.666705912785783,22.7435968805256,0.000168353633937269,"Afrotropic","Gabon",12.887,0.633,3,754.4,1.523,34.5,148.107748,0,266
"700",132,"AB","Musophagiformes","Musophagidae","Tauraco persa","Tauraco persa","Tauraco persa","Tauraco persa","LC","S",3,1,0.24,0.08,"Yes",306,10.7,19,"Insessorial","Herbivore","Diurnal",2.52255783632213,-0.666705912785783,22.7435968805256,0.000168353633937269,"Afrotropic","Gabon",12.74,0.718,10.5,934.6,1.523,34.5,167.933396,0,266
"701",133,"AB","Galliformes","Cracidae","Mitu salvini","Mitu salvini","Mitu salvini","Mitu salvini","LC","SC",0.221078182510471,1,1.3935,6.3032,"Yes",3100,8.3,30,"Terrestrial","Herbivore","Diurnal",2.39222441632383,-0.799452671193699,2.40821321214177,0.000180378893504217,"Neotropic","Ecuador",-77.127,-1.004,3.8,1484,6.157,30.86,1170.519248,0,218
"701",133,"AB","Galliformes","Cracidae","Mitu salvini","Mitu salvini","Mitu salvini","Mitu salvini","LC","SC",0.098267546642975,1,0.6194,6.3032,"Yes",3100,8.3,30,"Terrestrial","Herbivore","Diurnal",2.39222441632383,-0.799452671193699,2.40821321214177,0.000180378893504217,"Neotropic","Ecuador",-76.441,-0.65,3.9,1701,1.145,23.43,0,1,218
"701",133,"AB","Galliformes","Cracidae","Mitu salvini","Mitu salvini","Mitu salvini","Mitu salvini","LC","SC",0.544009392054829,1,3.429,6.3032,"Yes",3100,8.3,30,"Terrestrial","Herbivore","Diurnal",2.39222441632383,-0.799452671193699,2.40821321214177,0.000180378893504217,"Neotropic","Ecuador",-76.01,-0.7,16.5,1784,0.522,27.14,0,1,218
"701",133,"AB","Galliformes","Cracidae","Nothocrax urumutum","Nothocrax urumutum","Nothocrax urumutum","Nothocrax urumutum","LC","SC",4.63678516228748,1,0.6,0.1294,"Yes",1700,14.5,40.8,"Terrestrial","Herbivore","Diurnal",2.31068940838585,-0.540848043009696,7.88240518532844,0.000252530450905904,"Neotropic","Ecuador",-77.127,-1.004,3.8,1484,6.157,30.86,1170.519248,0,218
"701",133,"AB","Galliformes","Cracidae","Nothocrax urumutum","Nothocrax urumutum","Nothocrax urumutum","Nothocrax urumutum","LC","SC",1,1,0.1294,0.1294,"Yes",1700,14.5,40.8,"Terrestrial","Herbivore","Diurnal",2.31068940838585,-0.540848043009696,7.88240518532844,0.000252530450905904,"Neotropic","Ecuador",-76.441,-0.65,3.9,1701,1.145,23.43,0,1,218
"701",133,"AB","Galliformes","Cracidae","Nothocrax urumutum","Nothocrax urumutum","Nothocrax urumutum","Nothocrax urumutum","LC","SC",2.31839258114374,1,0.3,0.1294,"Yes",1700,14.5,40.8,"Terrestrial","Herbivore","Diurnal",2.31068940838585,-0.540848043009696,7.88240518532844,0.000252530450905904,"Neotropic","Ecuador",-76.01,-0.7,16.5,1784,0.522,27.14,0,1,218
"701",133,"AB","Galliformes","Cracidae","Penelope jacquacu","Penelope jacquacu","Penelope jacquacu","Penelope jacquacu","LC","SC",12.5223880597015,1,0.3356,0.0268,"Yes",1487.9,10.3,30.3,"Insessorial","Herbivore","Diurnal",2.09882098044958,-0.414990173233609,4.02398438593169,0.000229573137187186,"Neotropic","Ecuador",-77.127,-1.004,3.8,1484,6.157,30.86,1170.519248,0,218
"701",133,"AB","Galliformes","Cracidae","Penelope jacquacu","Penelope jacquacu","Penelope jacquacu","Penelope jacquacu","LC","SC",12.7723880597015,1,0.3423,0.0268,"Yes",1487.9,10.3,30.3,"Insessorial","Herbivore","Diurnal",2.09882098044958,-0.414990173233609,4.02398438593169,0.000229573137187186,"Neotropic","Ecuador",-76.441,-0.65,3.9,1701,1.145,23.43,0,1,218
"701",133,"AB","Galliformes","Cracidae","Penelope jacquacu","Penelope jacquacu","Penelope jacquacu","Penelope jacquacu","LC","SC",24.2910447761194,1,0.651,0.0268,"Yes",1487.9,10.3,30.3,"Insessorial","Herbivore","Diurnal",2.09882098044958,-0.414990173233609,4.02398438593169,0.000229573137187186,"Neotropic","Ecuador",-76.01,-0.7,16.5,1784,0.522,27.14,0,1,218
"701",133,"AB","Gruiformes","Psophiidae","Psophia crepitans","Psophia crepitans","Psophia crepitans","Psophia crepitans","LC","SC",1.14102285261539,1,14.6893,12.8738,"Yes",1026,9.6,26.5,"Terrestrial","Herbivore","Diurnal",1.69293076598617,-0.248824800533721,33.515904216776,0.000210442042421587,"Neotropic","Ecuador",-77.127,-1.004,3.8,1484,6.157,30.86,1170.519248,0,218
"701",133,"AB","Gruiformes","Psophiidae","Psophia crepitans","Psophia crepitans","Psophia crepitans","Psophia crepitans","LC","SC",1.20060122108468,1,15.4563,12.8738,"Yes",1026,9.6,26.5,"Terrestrial","Herbivore","Diurnal",1.69293076598617,-0.248824800533721,33.515904216776,0.000210442042421587,"Neotropic","Ecuador",-76.441,-0.65,3.9,1701,1.145,23.43,0,1,218
"701",133,"AB","Gruiformes","Psophiidae","Psophia crepitans","Psophia crepitans","Psophia crepitans","Psophia crepitans","LC","SC",1.03845795336264,1,13.3689,12.8738,"Yes",1026,9.6,26.5,"Terrestrial","Herbivore","Diurnal",1.69293076598617,-0.248824800533721,33.515904216776,0.000210442042421587,"Neotropic","Ecuador",-76.01,-0.7,16.5,1784,0.522,27.14,0,1,218
"702",134,"AB","Galliformes","Cracidae","Crax rubra","Crax rubra","Crax rubra","Crax rubra","VU","S",0,0,0,0.26,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-89.716,18.935,3.5,1565,0,13.7,422.963096,0,484
"702",134,"AB","Galliformes","Cracidae","Crax rubra","Crax rubra","Crax rubra","Crax rubra","VU","S",0,0,0,0.26,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-87.559,21.314,3.5,334,0.815,15.8,6953.727856,0,484
"702",135,"AB","Galliformes","Cracidae","Crax rubra","Crax rubra","Crax rubra","Crax rubra","VU","S",0,0,0,0.36,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-87.664,20.663,3.5,982,4.38,15.8,681.215672,1,484
"702",135,"AB","Galliformes","Cracidae","Crax rubra","Crax rubra","Crax rubra","Crax rubra","VU","S",0.5,1,0.18,0.36,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-88.146,19.449,3.5,380,2.614,12.8,847.953576,0,484
"702",135,"AB","Galliformes","Cracidae","Crax rubra","Crax rubra","Crax rubra","Crax rubra","VU","S",1.22222222222222,1,0.44,0.36,"Yes",4133,9.3,35.6,"Terrestrial","Herbivore","Diurnal",1.81245414794397,-0.354854506785764,5.34379031858918,0.000229573137187186,"Neotropic","Mexico",-88.183,19.312,3.5,192,4.316,12.8,598.875116,0,484
"702",134,"AB","Galliformes","Phasianidae","Meleagris ocellata","Meleagris ocellata","Meleagris ocellata","Meleagris ocellata","NT","S",0,0,0,0.43,"Yes",5525,26.6,96.9,"Terrestrial","Herbivore","Diurnal",1.78150237729278,-0.831756260229968,9.45864893080238,0.000148547324062297,"Neotropic","Mexico",-87.559,21.314,3.5,334,0,15.8,422.963096,0,484
"702",134,"AB","Galliformes","Phasianidae","Meleagris ocellata","Meleagris ocellata","Meleagris ocellata","Meleagris ocellata","NT","S",0.186046511627907,1,0.08,0.43,"Yes",5525,26.6,96.9,"Terrestrial","Herbivore","Diurnal",1.78150237729278,-0.831756260229968,9.45864893080238,0.000148547324062297,"Neotropic","Mexico",-89.716,18.935,3.5,1565,0.815,13.7,6953.727856,0,484
"702",135,"AB","Galliformes","Phasianidae","Meleagris ocellata","Meleagris ocellata","Meleagris ocellata","Meleagris ocellata","NT","S",0.5,1,0.18,0.36,"Yes",5525,26.6,96.9,"Terrestrial","Herbivore","Diurnal",1.78150237729278,-0.831756260229968,9.45864893080238,0.000148547324062297,"Neotropic","Mexico",-88.183,19.312,3.5,192,4.38,12.8,681.215672,0,484
"702",135,"AB","Galliformes","Phasianidae","Meleagris ocellata","Meleagris ocellata","Meleagris ocellata","Meleagris ocellata","NT","S",0.972222222222222,1,0.35,0.36,"Yes",5525,26.6,96.9,"Terrestrial","Herbivore","Diurnal",1.78150237729278,-0.831756260229968,9.45864893080238,0.000148547324062297,"Neotropic","Mexico",-88.146,19.449,3.5,380,2.614,12.8,847.953576,0,484
"702",135,"AB","Galliformes","Phasianidae","Meleagris ocellata","Meleagris ocellata","Meleagris ocellata","Meleagris ocellata","NT","S",1.5,1,0.54,0.36,"Yes",5525,26.6,96.9,"Terrestrial","Herbivore","Diurnal",1.78150237729278,-0.831756260229968,9.45864893080238,0.000148547324062297,"Neotropic","Mexico",-87.664,20.663,3.5,982,4.316,15.8,598.875116,1,484
"702",134,"AB","Galliformes","Cracidae","Ortalis vetula","Ortalis vetula","Ortalis vetula","Ortalis vetula","LC","S",0.739811912225705,1,7.08,9.57,"Yes",562.6,11.4,22.1,"Insessorial","Herbivore","Diurnal",2.52255783632213,-0.666705912785783,2.63943665600997,0.000210442042421587,"Neotropic","Mexico",-87.559,21.314,3.5,334,0,15.8,422.963096,0,484
"702",134,"AB","Galliformes","Cracidae","Ortalis vetula","Ortalis vetula","Ortalis vetula","Ortalis vetula","LC","S",1.04284221525601,1,9.98,9.57,"Yes",562.6,11.4,22.1,"Insessorial","Herbivore","Diurnal",2.52255783632213,-0.666705912785783,2.63943665600997,0.000210442042421587,"Neotropic","Mexico",-89.716,18.935,3.5,1565,0.815,13.7,6953.727856,0,484
"702",135,"AB","Galliformes","Cracidae","Ortalis vetula","Ortalis vetula","Ortalis vetula","Ortalis vetula","LC","S",0.805263157894737,1,1.53,1.9,"Yes",562.6,11.4,22.1,"Insessorial","Herbivore","Diurnal",2.52255783632213,-0.666705912785783,2.63943665600997,0.000210442042421587,"Neotropic","Mexico",-87.664,20.663,3.5,982,4.38,15.8,681.215672,1,484
"702",135,"AB","Galliformes","Cracidae","Ortalis vetula","Ortalis vetula","Ortalis vetula","Ortalis vetula","LC","S",1.06315789473684,1,2.02,1.9,"Yes",562.6,11.4,22.1,"Insessorial","Herbivore","Diurnal",2.52255783632213,-0.666705912785783,2.63943665600997,0.000210442042421587,"Neotropic","Mexico",-88.183,19.312,3.5,192,2.614,12.8,847.953576,0,484
"702",135,"AB","Galliformes","Cracidae","Ortalis vetula","Ortalis vetula","Ortalis vetula","Ortalis vetula","LC","S",1.15263157894737,1,2.19,1.9,"Yes",562.6,11.4,22.1,"Insessorial","Herbivore","Diurnal",2.52255783632213,-0.666705912785783,2.63943665600997,0.000210442042421587,"Neotropic","Mexico",-88.146,19.449,3.5,380,4.316,12.8,598.875116,0,484
"702",134,"AB","Piciformes","Ramphastidae","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","NT","S",0.314285714285714,1,0.11,0.35,"Yes",409.7,14.8,29.6,"Insessorial","Omnivore","Diurnal",1.08800990672989,0.278722016112571,7.05543250548143,0.000114786568593593,"Neotropic","Mexico",-87.559,21.314,3.5,334,0,15.8,422.963096,0,484
"702",134,"AB","Piciformes","Ramphastidae","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","NT","S",4.68571428571429,1,1.64,0.35,"Yes",409.7,14.8,29.6,"Insessorial","Omnivore","Diurnal",1.08800990672989,0.278722016112571,7.05543250548143,0.000114786568593593,"Neotropic","Mexico",-89.716,18.935,3.5,1565,0.815,13.7,6953.727856,0,484
"702",135,"AB","Piciformes","Ramphastidae","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","NT","S",0,0,0,4.09,"Yes",409.7,14.8,29.6,"Insessorial","Omnivore","Diurnal",1.08800990672989,0.278722016112571,7.05543250548143,0.000114786568593593,"Neotropic","Mexico",-87.664,20.663,3.5,982,4.38,15.8,681.215672,1,484
"702",135,"AB","Piciformes","Ramphastidae","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","NT","S",0.493887530562347,1,2.02,4.09,"Yes",409.7,14.8,29.6,"Insessorial","Omnivore","Diurnal",1.08800990672989,0.278722016112571,7.05543250548143,0.000114786568593593,"Neotropic","Mexico",-88.146,19.449,3.5,380,2.614,12.8,847.953576,0,484
"702",135,"AB","Piciformes","Ramphastidae","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","Ramphastos sulfuratus","NT","S",0.557457212713936,1,2.28,4.09,"Yes",409.7,14.8,29.6,"Insessorial","Omnivore","Diurnal",1.08800990672989,0.278722016112571,7.05543250548143,0.000114786568593593,"Neotropic","Mexico",-88.183,19.312,3.5,192,4.316,12.8,598.875116,0,484
"703",136,"AB","Galliformes","Cracidae","Mitu salvini","Mitu salvini","Mitu salvini","Mitu salvini","LC","SC",0,0,0,3.6,"Yes",3100,8.3,30,"Terrestrial","Herbivore","Diurnal",2.39222441632383,-0.799452671193699,2.40821321214177,0.000180378893504217,"Neotropic","Ecuador",-76.46,-0.632,0.28,1656.8,1.667,23.43,0,1,218
"703",136,"AB","Columbiformes","Columbidae","Patagioenas plumbea","Patagioenas plumbea","Patagioenas plumbea","Patagioenas plumbea","LC","SC",0,0,0,7.2,"No",178.8,34.9,61.9,"Insessorial","Herbivore","Diurnal",2.18035598838756,-0.673594801417612,8.29346490026208,0.000140294694947725,"Neotropic","Ecuador",-76.46,-0.632,0.28,1656.8,1.667,23.43,0,1,218
"703",136,"AB","Galliformes","Cracidae","Pipile pipile","Pipile pipile","Pipile pipile","Pipile pipile","CR","SC",0,0,0,15.5,"Yes",1816.6,18.7,63.1,"Insessorial","Herbivore","Diurnal",2.04446430849094,-0.242587087777608,1.36882825116999,0.000210442042421587,"Neotropic","Ecuador",-76.46,-0.632,0.28,1656.8,1.667,23.43,0,1,218
"708",142,"AB","Bucerotiformes","Bucerotidae","Bycanistes albotibialis","Bycanistes albotibialis","Bycanistes albotibialis","Bycanistes albotibialis","LC","SC",1.72530864197531,1,55.9,32.4,"No",921,18.5,58.3,"Insessorial","Herbivore","Diurnal",1.69293076598617,-0.248824800533721,4.6194393517046,0.000109795848219958,"Afrotropic","Congo",16.219,2.033,11.727,2954,1.54,35.4,87.176268,0,180
"708",142,"AB","Bucerotiformes","Bucerotidae","Bycanistes fistulator","Bycanistes fistulator","Bycanistes fistulator","Bycanistes fistulator","LC","SC",1.79733727810651,1,121.5,67.6,"Yes",508.1,22.2,51.6,"Insessorial","Herbivore","Diurnal",1.69293076598617,-0.248824800533721,10.5654644598983,0.000120252595669478,"Afrotropic","Congo",16.219,2.033,11.727,2954,1.54,35.4,87.176268,0,180
"708",142,"AB","Bucerotiformes","Bucerotidae","Ceratogymna atrata","Ceratogymna atrata","Ceratogymna atrata","Ceratogymna atrata","LC","SC",2.18382352941176,1,29.7,13.6,"Yes",1194.8,17.5,65.2,"Insessorial","Herbivore","Diurnal",1.69293076598617,-0.248824800533721,11.6421700183516,0.000126265225452952,"Afrotropic","Congo",16.219,2.033,11.727,2954,1.54,35.4,87.176268,0,180
"708",142,"AB","Musophagiformes","Musophagidae","Corythaeola cristata","Corythaeola cristata","Corythaeola cristata","Corythaeola cristata","LC","SC",4.94444444444444,1,26.7,5.4,"Yes",965,11.2,36.5,"Insessorial","Herbivore","Diurnal",2.05150091185957,-0.566913919289852,56.5314569976373,0.000229573137187186,"Afrotropic","Congo",16.219,2.033,11.727,2954,1.54,35.4,87.176268,0,180
"708",142,"AB","Bucerotiformes","Bucerotidae","Tropicranus albocristatus","Horizocerus albocristatus","Tropicranus albocristatus","Horizocerus albocristatus","LC","SC",0.417647058823529,1,7.1,17,"Yes",289.4,15.7,37.6,"Insessorial","Carnivore","Diurnal",-0.318124263289152,0.253771165088119,23.9267646049865,0.000140294694947725,"Afrotropic","Congo",16.219,2.033,11.727,2954,1.54,35.4,87.176268,0,180
"708",142,"AB","Bucerotiformes","Bucerotidae","Tockus camurus","Lophoceros camurus","Tockus camurus","Lophoceros camurus","LC","SC",0.422222222222222,1,3.8,9,"No",103.8,11.4,17.4,"Insessorial","Carnivore","Diurnal",-1.27420455995174,-0.245854902768071,12.9603916679341,0.000126265225452952,"Afrotropic","Congo",16.219,2.033,11.727,2954,1.54,35.4,87.176268,0,180
"708",142,"AB","Bucerotiformes","Bucerotidae","Tockus fasciatus","Lophoceros fasciatus","Tockus fasciatus","Lophoceros fasciatus","LC","SC",1.27659574468085,1,12,9.4,"Yes",258.8,21.3,56.3,"Insessorial","Omnivore","Diurnal",0.38494282172037,0.266246590600345,10.7984303533952,0.000120252595669478,"Afrotropic","Congo",16.219,2.033,11.727,2954,1.54,35.4,87.176268,0,180
"708",142,"AB","Psittaciformes","Psittacidae","Psittacus erithacus","Psittacus erithacus","Psittacus erithacus","Psittacus erithacus","EN","SC",1.838,1,91.9,50,"Yes",333,41.3,98.9,"Insessorial","Herbivore","Diurnal",2.18035598838756,-0.673594801417612,27.4892512429389,0.000168353633937269,"Afrotropic","Congo",16.219,2.033,11.727,2954,1.54,35.4,87.176268,0,180
"714",151,"DI","Bucerotiformes","Bucerotidae","Anthracoceros albirostris","Anthracoceros albirostris","Anthracoceros albirostris","Anthracoceros albirostris","LC","SC",0.273100616016427,1,5.32,19.48,"Yes",892.9,15.9,45.6,"Insessorial","Omnivore","Diurnal",1.08800990672989,0.278722016112571,15.0667030743254,0.000126265225452952,"Indomalayan","India",93.166667,27,1.2,206,7.236,43.3,6099.24122,0,356
