Class;Order;Family;Species;Trade type;Source
Mammal;Rodentia;Sciuridae;Spermophilus fulvus;Prod;IUCN
Mammal;Rodentia;Sciuridae;Spermophilus relictus;Prod;IUCN
Mammal;Rodentia;Sciuridae;Spermophilus suslicus;Prod;IUCN
Mammal;Rodentia;Sciuridae;Sundasciurus juvencus;Pet, Prod;IUCN
Mammal;Rodentia;Sciuridae;Sundasciurus philippinensis;Pet, Prod;IUCN
Mammal;Rodentia;Sciuridae;Sundasciurus samarensis;Pet;IUCN
Mammal;Rodentia;Sciuridae;Tamiops macclellandii;Prod;IUCN
Mammal;Rodentia;Sciuridae;Trogopterus xanthipes;Prod;IUCN
Mammal;Rodentia;Sciuridae;Urocitellus parryii;Prod;IUCN
Mammal;Rodentia;Sciuridae;Urocitellus undulatus;Prod;IUCN
Mammal;Rodentia;Sciuridae;Xerus erythropus;Prod;IUCN
Mammal;Rodentia;Spalacidae;Cannomys badius;Prod;IUCN
Mammal;Rodentia;Spalacidae;Myospalax myospalax;Prod;IUCN
Mammal;Rodentia;Spalacidae;Rhizomys sinensis;Pet, Prod;IUCN
Mammal;Rodentia;Spalacidae;Rhizomys sumatrensis;Pet, Prod;IUCN
Mammal;Rodentia;Thryonomyidae;Thryonomys swinderianus;Prod;IUCN
Mammal;Scandentia;Ptilocercidae;Ptilocercus lowii;NA;CITES
Mammal;Scandentia;Tupaiidae;Anathana ellioti;Prod;CITES, IUCN
Mammal;Scandentia;Tupaiidae;Dendrogale melanura;NA;CITES
Mammal;Scandentia;Tupaiidae;Dendrogale murina;NA;CITES
Mammal;Scandentia;Tupaiidae;Tupaia belangeri;Pet;CITES
Mammal;Scandentia;Tupaiidae;Tupaia chrysogaster;NA;CITES
Mammal;Scandentia;Tupaiidae;Tupaia dorsalis;NA;CITES
Mammal;Scandentia;Tupaiidae;Tupaia everetti;Prod;CITES
Mammal;Scandentia;Tupaiidae;Tupaia glis;Pet, Prod;CITES
Mammal;Scandentia;Tupaiidae;Tupaia gracilis;NA;CITES
Mammal;Scandentia;Tupaiidae;Tupaia javanica;Prod;CITES
Mammal;Scandentia;Tupaiidae;Tupaia longipes;NA;CITES
Mammal;Scandentia;Tupaiidae;Tupaia minor;Pet, Prod;CITES
Mammal;Scandentia;Tupaiidae;Tupaia montana;Pet, Prod;CITES
Mammal;Scandentia;Tupaiidae;Tupaia nicobarica;Pet;CITES
Mammal;Scandentia;Tupaiidae;Tupaia palawanensis;Pet;CITES
Mammal;Scandentia;Tupaiidae;Tupaia picta;Pet;CITES
Mammal;Scandentia;Tupaiidae;Tupaia splendidula;NA;CITES
Mammal;Scandentia;Tupaiidae;Tupaia tana;Pet, Prod;CITES
Mammal;Tubulidentata;Orycteropodidae;Orycteropus afer;Pet, Prod;CITES, IUCN
Reptile;Amphisbaenia;Amphisbaenidae;Cynisca feae;Prod;IUCN
Reptile;Amphisbaenia;Bipedidae;Bipes biporus;NA;IUCN
Reptile;Amphisbaenia;Trogonophiidae;Diplometopon zarudnyi;Pet;IUCN
Reptile;Rhynchocephalia;Sphenodontidae;Sphenodon punctatus;Pet, Prod;CITES, IUCN
Reptile;Sauria;Agamidae;Acanthosaura coronata;Pet;IUCN
Reptile;Sauria;Agamidae;Acanthosaura nataliae;Pet;IUCN
Reptile;Sauria;Agamidae;Acanthosaura titiwangsaensis;NA;IUCN
Reptile;Sauria;Agamidae;Agama africana;Prod;IUCN
Reptile;Sauria;Agamidae;Agama impalearis;Pet;IUCN
Reptile;Sauria;Agamidae;Agama kaimosae;Pet;IUCN
Reptile;Sauria;Agamidae;Agama montana;Pet;IUCN
Reptile;Sauria;Agamidae;Agama mwanzae;Pet;IUCN
Reptile;Sauria;Agamidae;Agama persimilis;Pet;IUCN
Reptile;Sauria;Agamidae;Agama spinosa;Pet;IUCN
Reptile;Sauria;Agamidae;Chlamydosaurus kingii;Pet;IUCN
Reptile;Sauria;Agamidae;Ctenophorus caudicinctus;Pet;IUCN
Reptile;Sauria;Agamidae;Ctenophorus fionni;Pet;IUCN
Reptile;Sauria;Agamidae;Ctenophorus nuchalis;Pet;IUCN
Reptile;Sauria;Agamidae;Ctenophorus pictus;Pet;IUCN
Reptile;Sauria;Agamidae;Ctenophorus vadnappa;Pet;IUCN
Reptile;Sauria;Agamidae;Draco bimaculatus;NA;IUCN
Reptile;Sauria;Agamidae;Draco cyanopterus;Prod;IUCN
Reptile;Sauria;Agamidae;Draco guentheri;NA;IUCN
Reptile;Sauria;Agamidae;Draco reticulatus;NA;IUCN
Reptile;Sauria;Agamidae;Draco volans;Pet;IUCN
Reptile;Sauria;Agamidae;Gonocephalus abbotti;Pet;IUCN
Reptile;Sauria;Agamidae;Gonocephalus bellii;Pet;IUCN
Reptile;Sauria;Agamidae;Gonocephalus semperi;Pet;IUCN
Reptile;Sauria;Agamidae;Gonocephalus sophiae;Pet;IUCN
Reptile;Sauria;Agamidae;Hydrosaurus pustulatus;Pet, Prod;IUCN
Reptile;Sauria;Agamidae;Hypsilurus geelvinkianus;Pet;IUCN
Reptile;Sauria;Agamidae;Hypsilurus macrolepis;Pet;IUCN
Reptile;Sauria;Agamidae;Intellagama lesueurii;Pet;IUCN
Reptile;Sauria;Agamidae;Japalura fasciata;Pet;IUCN
Reptile;Sauria;Agamidae;Japalura flaviceps;NA;IUCN
Reptile;Sauria;Agamidae;Leiolepis guentherpetersi;Prod;IUCN
Reptile;Sauria;Agamidae;Leiolepis guttata;Pet, Prod;IUCN
Reptile;Sauria;Agamidae;Leiolepis peguensis;Pet;IUCN
Reptile;Sauria;Agamidae;Lophognathus temporalis;NA;IUCN
Reptile;Sauria;Agamidae;Lyriocephalus scutatus;Pet;IUCN
Reptile;Sauria;Agamidae;Mantheyus phuwuanensis;Pet;IUCN
Reptile;Sauria;Agamidae;Moloch horridus;Pet;IUCN
Reptile;Sauria;Agamidae;Paralaudakia caucasia;NA;IUCN
Reptile;Sauria;Agamidae;Paralaudakia stoliczkana;Prod;IUCN
Reptile;Sauria;Agamidae;Phoxophrys borneensis;Pet;IUCN
Reptile;Sauria;Agamidae;Phrynocephalus arabicus;Pet;IUCN
Reptile;Sauria;Agamidae;Phrynocephalus helioscopus;Pet;IUCN
Reptile;Sauria;Agamidae;Phrynocephalus mystaceus;Pet;IUCN
Reptile;Sauria;Agamidae;Phrynocephalus versicolor;Pet;IUCN
Reptile;Sauria;Agamidae;Phrynocephalus vlangalii;Pet, Prod;IUCN
Reptile;Sauria;Agamidae;Physignathus cocincinus;Pet, Prod;IUCN
Reptile;Sauria;Agamidae;Pogona barbata;Pet;IUCN
Reptile;Sauria;Agamidae;Pogona henrylawsoni;Pet;IUCN
Reptile;Sauria;Agamidae;Pogona microlepidota;Pet;IUCN
Reptile;Sauria;Agamidae;Pogona minor;Pet;IUCN
Reptile;Sauria;Agamidae;Pogona nullarbor;Pet;IUCN
Reptile;Sauria;Agamidae;Pogona vitticeps;Pet;IUCN
Reptile;Sauria;Agamidae;Saara asmussi;NA;CITES
Reptile;Sauria;Agamidae;Saara hardwickii;NA;CITES
Reptile;Sauria;Agamidae;Saara loricata;Pet;CITES, IUCN
Reptile;Sauria;Agamidae;Stellagama stellio;Pet;IUCN
Reptile;Sauria;Agamidae;Trapelus boehmei;Pet;IUCN
Reptile;Sauria;Agamidae;Trapelus sanguinolentus;Pet;IUCN
Reptile;Sauria;Agamidae;Trapelus savignii;Pet;IUCN
Reptile;Sauria;Agamidae;Uromastyx acanthinura;NA;CITES
Reptile;Sauria;Agamidae;Uromastyx aegyptia;Pet, Prod;CITES, IUCN
Reptile;Sauria;Agamidae;Uromastyx alfredschmidti;Pet, Prod;CITES, IUCN
Reptile;Sauria;Agamidae;Uromastyx benti;Pet, Prod;CITES, IUCN
Reptile;Sauria;Agamidae;Uromastyx dispar;NA;CITES
Reptile;Sauria;Agamidae;Uromastyx geyri;Pet;CITES, IUCN
Reptile;Sauria;Agamidae;Uromastyx macfadyeni;Pet;CITES, IUCN
Reptile;Sauria;Agamidae;Uromastyx nigriventris;NA;CITES
Reptile;Sauria;Agamidae;Uromastyx occidentalis;NA;CITES
Reptile;Sauria;Agamidae;Uromastyx ocellata;Pet, Prod;CITES, IUCN
Reptile;Sauria;Agamidae;Uromastyx ornata;Pet, Prod;CITES, IUCN
Reptile;Sauria;Agamidae;Uromastyx princeps;NA;CITES
Reptile;Sauria;Agamidae;Uromastyx shobraki;Pet;CITES, IUCN
Reptile;Sauria;Agamidae;Uromastyx thomasi;Pet, Prod;CITES, IUCN
Reptile;Sauria;Agamidae;Uromastyx yemenensis;Pet;CITES, IUCN
Reptile;Sauria;Anguidae;Abronia anzuetoi;Pet;CITES, IUCN
Reptile;Sauria;Anguidae;Abronia aurita;Pet, Prod;CITES, IUCN
Reptile;Sauria;Anguidae;Abronia bogerti;NA;CITES
Reptile;Sauria;Anguidae;Abronia campbelli;Pet;CITES, IUCN
Reptile;Sauria;Anguidae;Abronia chiszari;NA;CITES
Reptile;Sauria;Anguidae;Abronia deppii;Pet;CITES, IUCN
Reptile;Sauria;Anguidae;Abronia fimbriata;Pet, Prod;CITES, IUCN
Reptile;Sauria;Anguidae;Abronia frosti;NA;CITES
Reptile;Sauria;Anguidae;Abronia fuscolabialis;NA;CITES
Reptile;Sauria;Anguidae;Abronia gaiophantasma;Pet, Prod;CITES, IUCN
Reptile;Sauria;Anguidae;Abronia graminea;Pet;CITES, IUCN
Reptile;Sauria;Anguidae;Abronia leurolepis;NA;CITES
Reptile;Sauria;Anguidae;Abronia lythrochila;Pet;CITES
Reptile;Sauria;Anguidae;Abronia martindelcampoi;NA;CITES
Reptile;Sauria;Anguidae;Abronia matudai;NA;CITES
Reptile;Sauria;Anguidae;Abronia meledona;Pet;CITES, IUCN
Reptile;Sauria;Anguidae;Abronia mitchelli;NA;CITES
Reptile;Sauria;Anguidae;Abronia mixteca;Pet;CITES, IUCN
Reptile;Sauria;Anguidae;Abronia montecristoi;NA;CITES
Reptile;Sauria;Anguidae;Abronia oaxacae;NA;CITES
Reptile;Sauria;Anguidae;Abronia ochoterenai;NA;CITES
Reptile;Sauria;Anguidae;Abronia ornelasi;NA;CITES
Reptile;Sauria;Anguidae;Abronia ramirezi;NA;CITES
Reptile;Sauria;Anguidae;Abronia reidi;NA;CITES
Reptile;Sauria;Anguidae;Abronia salvadorensis;NA;CITES
Reptile;Sauria;Anguidae;Abronia smithi;NA;CITES
Reptile;Sauria;Anguidae;Abronia taeniata;Pet;CITES, IUCN
Reptile;Sauria;Anguidae;Abronia vasconcelosii;Pet;CITES
Reptile;Sauria;Anguidae;Celestus warreni;Pet;IUCN
Reptile;Sauria;Anguidae;Mesaspis moreletii;NA;IUCN
Reptile;Sauria;Carphodactylidae;Carphodactylus laevis;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Nephrurus amyae;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Nephrurus asper;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Nephrurus deleani;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Nephrurus laevissimus;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Nephrurus levis;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Nephrurus sheai;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Nephrurus stellatus;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Nephrurus vertebralis;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Nephrurus wheeleri;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Orraya occultus;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Phyllurus amnicola;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Phyllurus caudiannulatus;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Phyllurus gulbaru;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Phyllurus ossa;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Phyllurus platurus;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Saltuarius cornutus;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Saltuarius eximius;NA;IUCN
Reptile;Sauria;Carphodactylidae;Saltuarius salebrosus;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Saltuarius swaini;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Saltuarius wyberba;Pet;IUCN
Reptile;Sauria;Carphodactylidae;Underwoodisaurus milii;Pet;IUCN
Reptile;Sauria;Chamaeleonidae;Archaius tigris;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Bradypodion atromontanum;NA;CITES
Reptile;Sauria;Chamaeleonidae;Bradypodion caeruleogula;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Bradypodion caffer;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Bradypodion damaranum;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Bradypodion dracomontanum;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Bradypodion gutturale;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Bradypodion kentanicum;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Bradypodion melanocephalum;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Bradypodion nemorale;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Bradypodion ngomeense;NA;CITES
Reptile;Sauria;Chamaeleonidae;Bradypodion occidentale;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Bradypodion pumilum;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Bradypodion setaroi;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Bradypodion taeniabronchum;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Bradypodion thamnobates;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Bradypodion transvaalense;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Bradypodion ventrale;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Brookesia ambreensis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Brookesia antakarana;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia bekolosy;NA;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia betschi;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia bonsi;NA;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia brunoi;NA;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia brygooi;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Brookesia confidens;NA;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia decaryi;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Brookesia dentata;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia desperata;NA;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia ebenaui;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia exarmata;Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Brookesia griveaudi;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Brookesia karchei;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia lambertoni;NA;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia lineata;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia micra;NA;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia minima;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia perarmata;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Brookesia peyrierasi;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia ramanantsoai;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia stumpffi;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Brookesia superciliaris;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Brookesia therezieni;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Brookesia thieli;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Brookesia tristis;NA;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia tuberculata;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Brookesia vadoni;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Brookesia valerieae;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Calumma amber;NA;CITES
Reptile;Sauria;Chamaeleonidae;Calumma ambreense;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma andringitraense;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma boettgeri;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Calumma brevicorne;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma capuroni;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma crypticum;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma cucullatum;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma fallax;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Calumma furcifer;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma gallus;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Calumma gastrotaenia;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma glawi;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma globifer;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Calumma guibei;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma guillaumeti;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma hafahafa;NA;CITES
Reptile;Sauria;Chamaeleonidae;Calumma hilleniusi;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma jejy;NA;CITES
Reptile;Sauria;Chamaeleonidae;Calumma malthe;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Calumma marojezense;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma nasutum;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma oshaughnessyi;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Calumma parsonii;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Calumma peltierorum;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma peyrierasi;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Calumma tarzan;NA;CITES
Reptile;Sauria;Chamaeleonidae;Calumma tsaratananense;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma tsycorne;NA;CITES
Reptile;Sauria;Chamaeleonidae;Calumma vatosoa;NA;CITES
Reptile;Sauria;Chamaeleonidae;Calumma vencesi;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Calumma vohibola;Pet;CITES
Reptile;Sauria;Chamaeleonidae;Chamaeleo africanus;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Chamaeleo anchietae;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Chamaeleo arabicus;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Chamaeleo calcaricarens;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Chamaeleo calyptratus;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Chamaeleo chamaeleon;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Chamaeleo dilepis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Chamaeleo gracilis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Chamaeleo laevigatus;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Chamaeleo monachus;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Chamaeleo namaquensis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Chamaeleo necasi;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Chamaeleo senegalensis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Chamaeleo zeylanicus;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer angeli;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer antimena;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer balteatus;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer belalandaensis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer bifidus;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer campani;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer cephalolepis;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer labordi;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer lateralis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer major;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer minor;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer nicosiai;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Furcifer oustaleti;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer pardalis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer petteri;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer polleni;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Furcifer rhinoceratus;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer timoni;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer tuzetae;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer verrucosus;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer viridis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Furcifer willsii;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia adolfifriderici;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia asheorum;NA;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia boehmei;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia carpenteri;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia excubitor;Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia fischeri;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia gyrolepis;NA;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia magomberae;NA;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia matschiei;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia multituberculata;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia oxyrhina;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia tavetana;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia tenuis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia uluguruensis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia uthmoelleri;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia vanheygeni;Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia vosseleri;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Kinyongia xenorhina;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Nadzikambia baylissi;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Nadzikambia mlanjensis;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Palleon lolontany;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Palleon nasus;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Rhampholeon acuminatus;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Rhampholeon beraduccii;NA;CITES
Reptile;Sauria;Chamaeleonidae;Rhampholeon boulengeri;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Rhampholeon bruessoworum;NA;CITES
Reptile;Sauria;Chamaeleonidae;Rhampholeon chapmanorum;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Rhampholeon gorongosae;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Rhampholeon marshalli;NA;CITES
Reptile;Sauria;Chamaeleonidae;Rhampholeon maspictus;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Rhampholeon moyeri;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Rhampholeon nchisiensis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Rhampholeon nebulauctor;NA;CITES
Reptile;Sauria;Chamaeleonidae;Rhampholeon platyceps;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Rhampholeon spectrum;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Rhampholeon spinosus;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Rhampholeon temporalis;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Rhampholeon tilburyi;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Rhampholeon uluguruensis;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Rhampholeon viridis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Rieppeleon brachyurus;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Rieppeleon brevicaudatus;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Rieppeleon kerstenii;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Trioceros affinis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Trioceros balebicornutus;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Trioceros bitaeniatus;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Trioceros camerunensis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Trioceros chapini;Pet, Prod;CITES
Reptile;Sauria;Chamaeleonidae;Trioceros conirostratus;Prod;CITES
Reptile;Sauria;Chamaeleonidae;Trioceros cristatus;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Trioceros deremensis;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Trioceros ellioti;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Trioceros feae;Pet;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Trioceros fuelleborni;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Trioceros goetzei;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Trioceros hanangensis;NA;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Trioceros harennae;Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Trioceros hoehnelii;Pet, Prod;CITES, IUCN
Reptile;Sauria;Chamaeleonidae;Trioceros incornutus;Pet, Prod;CITES, IUCN
